,Customer_ID,Age,Gender,Location,Product_Category,Product_Name,Quantity_Purchased,Unit_Price_GBP,Total_Sales_GBP,Order_Date,Delivery_Time_Days,Shipping_Status,Customer_Rating,Returned,Return_Reason,Customer_Segment,Return_Flag,On_Time_Flag,Order_Month,Order_Year,Average_Order_Value,Age_Group
176,C1176,28,Female,Manchester,Electronics,Smartwatch,5,146,730,19/04/2025,5,On-Time,5,No,No Return,High,0,1,2025-04,2025,730,26-35
177,C1177,45,Female,Sheffield,Fashion,Dress,2,70,140,24/02/2025,7,Delayed,2,No,No Return,Medium,0,0,2025-02,2025,140,36-50
178,C1178,42,Male,Leeds,Fashion,T-Shirt,1,31,31,11/07/2025,4,On-Time,4,No,No Return,Low,0,1,2025-07,2025,31,36-50
179,C1179,56,Male,Sheffield,Home Goods,Vacuum,3,239,717,07/08/2025,8,Delayed,3,No,No Return,High,0,0,2025-08,2025,717,51-65
180,C1180,50,Female,Liverpool,Fashion,Dress,5,122,610,04/07/2025,10,Delayed,1,Yes,Poor Quality,High,1,0,2025-07,2025,610,36-50
181,C1181,18,Male,Leeds,Fashion,Trainers,2,83,166,10/03/2025,10,Delayed,2,No,No Return,Medium,0,0,2025-03,2025,166,18-25
182,C1182,44,Male,Birmingham,Fashion,Jeans,4,76,304,13/11/2025,7,Delayed,3,No,No Return,Medium,0,0,2025-11,2025,304,36-50
183,C1183,30,Male,Glasgow,Electronics,Tablet,2,450,900,10/05/2025,10,Delayed,3,No,No Return,High,0,0,2025-05,2025,900,26-35
184,C1184,58,Female,Manchester,Electronics,Headphones,5,261,1305,24/02/2025,5,On-Time,4,No,No Return,High,0,1,2025-02,2025,1305,51-65
185,C1185,20,Female,Sheffield,Home Goods,Chair,5,54,270,07/04/2025,6,Delayed,4,No,No Return,Medium,0,0,2025-04,2025,270,18-25
186,C1186,56,Male,Birmingham,Fashion,Dress,2,44,88,02/12/2025,5,On-Time,3,Yes,Damaged Product,Low,1,1,2025-12,2025,88,51-65
187,C1187,23,Male,Bristol,Home Goods,Chair,4,220,880,28/03/2025,7,Delayed,3,No,No Return,High,0,0,2025-03,2025,880,18-25
188,C1188,25,Male,Sheffield,Home Goods,Blender,2,48,96,21/10/2025,2,On-Time,5,No,No Return,Low,0,1,2025-10,2025,96,18-25
189,C1189,44,Female,London,Home Goods,Vacuum,5,89,445,29/04/2025,5,On-Time,4,No,No Return,Medium,0,1,2025-04,2025,445,36-50
190,C1190,26,Male,Glasgow,Home Goods,Vacuum,5,172,860,27/07/2025,10,Delayed,1,Yes,Poor Quality,High,1,0,2025-07,2025,860,26-35
191,C1191,54,Male,London,Fashion,Jacket,3,134,402,30/11/2025,3,On-Time,5,Yes,Late Delivery,Medium,1,1,2025-11,2025,402,51-65
192,C1192,50,Female,Leeds,Electronics,Headphones,3,71,213,03/06/2025,9,Delayed,3,No,No Return,Medium,0,0,2025-06,2025,213,36-50
193,C1193,59,Male,Glasgow,Fashion,Jacket,1,105,105,04/02/2025,6,Delayed,2,No,No Return,Medium,0,0,2025-02,2025,105,51-65
194,C1194,61,Female,Sheffield,Electronics,Smartwatch,5,222,1110,20/03/2025,10,Delayed,2,No,No Return,High,0,0,2025-03,2025,1110,51-65
195,C1195,41,Male,Liverpool,Fashion,Dress,3,108,324,08/03/2025,3,On-Time,5,Yes,Changed Mind,Medium,1,1,2025-03,2025,324,36-50
196,C1196,32,Male,Birmingham,Fashion,Trainers,2,120,240,09/12/2025,7,Delayed,4,No,No Return,Medium,0,0,2025-12,2025,240,26-35
197,C1197,49,Male,Liverpool,Fashion,Dress,4,128,512,03/02/2025,4,On-Time,3,No,No Return,High,0,1,2025-02,2025,512,36-50
198,C1198,49,Female,Sheffield,Electronics,Smartphone,2,371,742,07/04/2025,3,On-Time,4,No,No Return,High,0,1,2025-04,2025,742,36-50
199,C1199,41,Female,Leeds,Electronics,Laptop,4,846,3384,18/06/2025,8,Delayed,2,No,No Return,Premium,0,0,2025-06,2025,3384,36-50
200,C1200,58,Female,London,Fashion,Jacket,3,40,120,18/06/2025,4,On-Time,5,No,No Return,Medium,0,1,2025-06,2025,120,51-65
201,C1201,29,Male,Glasgow,Electronics,Laptop,1,1186,1186,31/05/2025,1,On-Time,4,No,No Return,High,0,1,2025-05,2025,1186,26-35
202,C1202,56,Female,Liverpool,Home Goods,Vacuum,2,186,372,12/03/2025,6,Delayed,3,Yes,Late Delivery,Medium,1,0,2025-03,2025,372,51-65
203,C1203,19,Male,Sheffield,Electronics,Laptop,2,1165,2330,03/01/2025,10,Delayed,2,No,No Return,Premium,0,0,2025-01,2025,2330,18-25
204,C1204,20,Male,Liverpool,Electronics,Laptop,2,943,1886,10/11/2025,1,On-Time,4,Yes,Late Delivery,High,1,1,2025-11,2025,1886,18-25
205,C1205,54,Female,Sheffield,Electronics,Headphones,4,252,1008,01/02/2025,5,On-Time,5,Yes,Damaged Product,High,1,1,2025-02,2025,1008,51-65
206,C1206,34,Male,London,Fashion,Jacket,3,68,204,14/10/2025,7,Delayed,3,No,No Return,Medium,0,0,2025-10,2025,204,26-35
207,C1207,19,Male,Glasgow,Fashion,Dress,2,93,186,23/03/2025,6,Delayed,3,No,No Return,Medium,0,0,2025-03,2025,186,18-25
208,C1208,19,Male,Birmingham,Electronics,Smartphone,2,827,1654,12/02/2025,2,On-Time,5,No,No Return,High,0,1,2025-02,2025,1654,18-25
209,C1209,45,Male,London,Electronics,Headphones,1,148,148,15/04/2025,4,On-Time,4,No,No Return,Medium,0,1,2025-04,2025,148,36-50
210,C1210,40,Male,Liverpool,Fashion,T-Shirt,1,34,34,01/01/2025,2,On-Time,5,No,No Return,Low,0,1,2025-01,2025,34,36-50
211,C1211,54,Female,Birmingham,Electronics,Smartphone,3,857,2571,02/03/2025,1,On-Time,4,No,No Return,Premium,0,1,2025-03,2025,2571,51-65
212,C1212,49,Male,Sheffield,Fashion,Dress,3,106,318,27/09/2025,3,On-Time,5,No,No Return,Medium,0,1,2025-09,2025,318,36-50
213,C1213,50,Female,Birmingham,Fashion,Trainers,5,94,470,29/06/2025,3,On-Time,5,No,No Return,Medium,0,1,2025-06,2025,470,36-50
214,C1214,18,Female,Sheffield,Electronics,Smartwatch,1,176,176,12/08/2025,7,Delayed,3,No,No Return,Medium,0,0,2025-08,2025,176,18-25
215,C1215,36,Male,London,Electronics,Smartwatch,5,107,535,06/01/2025,1,On-Time,4,No,No Return,High,0,1,2025-01,2025,535,36-50
216,C1216,19,Male,Liverpool,Home Goods,Chair,4,200,800,13/04/2025,9,Delayed,2,Yes,Damaged Product,High,1,0,2025-04,2025,800,18-25
217,C1217,61,Male,Leeds,Fashion,Trainers,5,30,150,10/01/2025,6,Delayed,4,No,No Return,Medium,0,0,2025-01,2025,150,51-65
218,C1218,43,Female,Liverpool,Fashion,T-Shirt,2,80,160,12/03/2025,4,On-Time,4,No,No Return,Medium,0,1,2025-03,2025,160,36-50
219,C1219,49,Male,Sheffield,Electronics,Tablet,5,525,2625,31/03/2025,3,On-Time,5,No,No Return,Premium,0,1,2025-03,2025,2625,36-50
220,C1220,23,Female,Manchester,Fashion,Trainers,3,37,111,14/08/2025,3,On-Time,5,No,No Return,Medium,0,1,2025-08,2025,111,18-25
221,C1221,49,Male,Glasgow,Electronics,Laptop,4,628,2512,07/06/2025,2,On-Time,5,No,No Return,Premium,0,1,2025-06,2025,2512,36-50
222,C1222,21,Female,Bristol,Fashion,Jacket,2,90,180,16/08/2025,2,On-Time,5,No,No Return,Medium,0,1,2025-08,2025,180,18-25
223,C1223,28,Male,Leeds,Home Goods,Chair,5,180,900,06/05/2025,10,Delayed,2,Yes,Poor Quality,High,1,0,2025-05,2025,900,26-35
224,C1224,34,Male,Birmingham,Electronics,Headphones,4,180,720,28/07/2025,5,On-Time,4,No,No Return,High,0,1,2025-07,2025,720,26-35
225,C1225,55,Female,Leeds,Electronics,Tablet,4,387,1548,07/04/2025,9,Delayed,2,Yes,Damaged Product,High,1,0,2025-04,2025,1548,51-65
226,C1226,41,Female,Glasgow,Electronics,Tablet,2,674,1348,15/03/2025,2,On-Time,5,No,No Return,High,0,1,2025-03,2025,1348,36-50
227,C1227,22,Male,Birmingham,Electronics,Tablet,5,563,2815,25/04/2025,2,On-Time,5,No,No Return,Premium,0,1,2025-04,2025,2815,18-25
228,C1228,51,Female,Glasgow,Electronics,Laptop,4,803,3212,10/07/2025,6,Delayed,3,No,No Return,Premium,0,0,2025-07,2025,3212,51-65
229,C1229,23,Female,Birmingham,Electronics,Laptop,4,811,3244,19/06/2025,10,Delayed,2,No,No Return,Premium,0,0,2025-06,2025,3244,18-25
230,C1230,39,Female,Leeds,Home Goods,Blender,1,128,128,03/11/2025,2,On-Time,5,No,No Return,Medium,0,1,2025-11,2025,128,36-50
231,C1231,28,Female,Birmingham,Fashion,T-Shirt,4,34,136,23/07/2025,4,On-Time,3,Yes,Damaged Product,Medium,1,1,2025-07,2025,136,26-35
232,C1232,65,Male,Birmingham,Electronics,Headphones,1,122,122,25/02/2025,6,Delayed,3,Yes,Damaged Product,Medium,1,0,2025-02,2025,122,51-65
233,C1233,33,Male,Manchester,Home Goods,Blender,5,186,930,27/07/2025,5,On-Time,4,No,No Return,High,0,1,2025-07,2025,930,26-35
234,C1234,50,Male,Liverpool,Electronics,Smartphone,5,542,2710,10/02/2025,1,On-Time,5,No,No Return,Premium,0,1,2025-02,2025,2710,36-50
235,C1235,26,Female,Liverpool,Home Goods,Vacuum,5,38,190,01/02/2025,6,Delayed,3,No,No Return,Medium,0,0,2025-02,2025,190,26-35
236,C1236,23,Female,Bristol,Electronics,Smartphone,3,401,1203,15/01/2025,1,On-Time,4,Yes,Changed Mind,High,1,1,2025-01,2025,1203,18-25
237,C1237,33,Male,Bristol,Home Goods,Cookware Set,5,238,1190,03/03/2025,3,On-Time,5,No,No Return,High,0,1,2025-03,2025,1190,26-35
238,C1238,46,Male,Sheffield,Fashion,T-Shirt,4,59,236,04/06/2025,10,Delayed,3,No,No Return,Medium,0,0,2025-06,2025,236,36-50
239,C1239,20,Female,Sheffield,Home Goods,Vacuum,2,190,380,11/10/2025,5,On-Time,5,No,No Return,Medium,0,1,2025-10,2025,380,18-25
240,C1240,37,Other,Sheffield,Home Goods,Chair,1,160,160,28/07/2025,10,Delayed,2,No,No Return,Medium,0,0,2025-07,2025,160,36-50
241,C1241,53,Female,Manchester,Electronics,Smartphone,3,487,1461,16/11/2025,5,On-Time,5,No,No Return,High,0,1,2025-11,2025,1461,51-65
242,C1242,36,Male,Bristol,Home Goods,Lamp,5,204,1020,06/07/2025,10,Delayed,2,Yes,Poor Quality,High,1,0,2025-07,2025,1020,36-50
243,C1243,43,Male,Glasgow,Electronics,Tablet,5,285,1425,10/05/2025,6,Delayed,4,No,No Return,High,0,0,2025-05,2025,1425,36-50
244,C1244,20,Male,Sheffield,Electronics,Smartphone,2,775,1550,07/05/2025,10,Delayed,2,Yes,Changed Mind,High,1,0,2025-05,2025,1550,18-25
245,C1245,36,Female,Sheffield,Electronics,Laptop,2,651,1302,19/10/2025,8,Delayed,1,Yes,Wrong Item,High,1,0,2025-10,2025,1302,36-50
246,C1246,37,Male,Leeds,Fashion,T-Shirt,3,67,201,24/04/2025,5,On-Time,3,No,No Return,Medium,0,1,2025-04,2025,201,36-50
247,C1247,49,Female,London,Electronics,Smartwatch,1,158,158,18/07/2025,1,On-Time,5,No,No Return,Medium,0,1,2025-07,2025,158,36-50
248,C1248,24,Male,Glasgow,Fashion,Jacket,5,125,625,13/01/2025,5,On-Time,4,Yes,Changed Mind,High,1,1,2025-01,2025,625,18-25
249,C1249,58,Female,Sheffield,Fashion,Jacket,3,82,246,28/09/2025,3,On-Time,5,No,No Return,Medium,0,1,2025-09,2025,246,51-65
250,C1250,50,Female,Sheffield,Home Goods,Cookware Set,4,230,920,30/03/2025,4,On-Time,4,No,No Return,High,0,1,2025-03,2025,920,36-50
251,C1251,57,Female,Sheffield,Home Goods,Blender,4,219,876,03/08/2025,8,Delayed,3,No,No Return,High,0,0,2025-08,2025,876,51-65
252,C1252,56,Male,London,Fashion,Jacket,3,111,333,05/10/2025,7,Delayed,2,No,No Return,Medium,0,0,2025-10,2025,333,51-65
253,C1253,35,Male,London,Electronics,Smartphone,5,926,4630,22/07/2025,5,On-Time,3,No,No Return,Premium,0,1,2025-07,2025,4630,26-35
254,C1254,57,Male,Manchester,Electronics,Smartphone,3,325,975,15/03/2025,2,On-Time,4,No,No Return,High,0,1,2025-03,2025,975,51-65
255,C1255,18,Female,Glasgow,Electronics,Tablet,5,498,2490,25/01/2025,6,Delayed,4,No,No Return,Premium,0,0,2025-01,2025,2490,18-25
256,C1256,28,Female,Manchester,Electronics,Tablet,2,276,552,11/04/2025,6,Delayed,2,Yes,Poor Quality,High,1,0,2025-04,2025,552,26-35
257,C1257,45,Female,Birmingham,Electronics,Tablet,3,336,1008,25/06/2025,10,Delayed,1,Yes,Poor Quality,High,1,0,2025-06,2025,1008,36-50
258,C1258,42,Female,London,Electronics,Smartphone,5,319,1595,27/04/2025,10,Delayed,1,No,No Return,High,0,0,2025-04,2025,1595,36-50
259,C1259,40,Female,Leeds,Home Goods,Chair,3,203,609,15/06/2025,6,Delayed,2,Yes,Damaged Product,High,1,0,2025-06,2025,609,36-50
260,C1260,48,Male,Bristol,Fashion,Jacket,3,122,366,10/02/2025,9,Delayed,2,Yes,Wrong Item,Medium,1,0,2025-02,2025,366,36-50
261,C1261,47,Female,Leeds,Electronics,Smartphone,5,850,4250,10/12/2025,8,Delayed,1,Yes,Late Delivery,Premium,1,0,2025-12,2025,4250,36-50
262,C1262,59,Male,Bristol,Fashion,T-Shirt,5,65,325,30/04/2025,8,Delayed,1,Yes,Damaged Product,Medium,1,0,2025-04,2025,325,51-65
263,C1263,52,Male,London,Electronics,Laptop,1,806,806,07/04/2025,1,On-Time,5,Yes,Changed Mind,High,1,1,2025-04,2025,806,51-65
264,C1264,24,Female,London,Fashion,T-Shirt,3,69,207,25/05/2025,5,On-Time,4,No,No Return,Medium,0,1,2025-05,2025,207,18-25
265,C1265,33,Male,London,Fashion,Jeans,4,25,100,04/08/2025,7,Delayed,4,No,No Return,Low,0,0,2025-08,2025,100,26-35
266,C1266,43,Male,Manchester,Fashion,T-Shirt,3,40,120,17/08/2025,6,Delayed,3,No,No Return,Medium,0,0,2025-08,2025,120,36-50
267,C1267,65,Female,Glasgow,Fashion,Jeans,3,56,168,09/11/2025,5,On-Time,3,No,No Return,Medium,0,1,2025-11,2025,168,51-65
268,C1268,19,Male,Bristol,Home Goods,Chair,5,174,870,10/05/2025,8,Delayed,1,No,No Return,High,0,0,2025-05,2025,870,18-25
269,C1269,18,Female,Glasgow,Home Goods,Cookware Set,3,30,90,18/12/2025,3,On-Time,4,No,No Return,Low,0,1,2025-12,2025,90,18-25
270,C1270,65,Male,Manchester,Fashion,T-Shirt,3,52,156,14/11/2025,6,Delayed,4,Yes,Damaged Product,Medium,1,0,2025-11,2025,156,51-65
271,C1271,29,Male,Manchester,Fashion,Trainers,4,72,288,17/05/2025,5,On-Time,3,No,No Return,Medium,0,1,2025-05,2025,288,26-35
272,C1272,22,Male,Liverpool,Fashion,Trainers,5,48,240,20/11/2025,8,Delayed,2,Yes,Damaged Product,Medium,1,0,2025-11,2025,240,18-25
273,C1273,54,Male,Leeds,Electronics,Headphones,3,241,723,03/12/2025,4,On-Time,4,No,No Return,High,0,1,2025-12,2025,723,51-65
274,C1274,49,Female,Leeds,Electronics,Smartphone,2,668,1336,30/09/2025,8,Delayed,3,No,No Return,High,0,0,2025-09,2025,1336,36-50
275,C1275,26,Male,Birmingham,Electronics,Laptop,1,819,819,27/04/2025,10,Delayed,2,Yes,Late Delivery,High,1,0,2025-04,2025,819,26-35
276,C1276,58,Female,Sheffield,Fashion,Dress,4,104,416,02/11/2025,2,On-Time,4,No,No Return,Medium,0,1,2025-11,2025,416,51-65
277,C1277,52,Male,Manchester,Fashion,Dress,3,138,414,04/04/2025,9,Delayed,1,Yes,Changed Mind,Medium,1,0,2025-04,2025,414,51-65
278,C1278,36,Female,Bristol,Electronics,Laptop,2,831,1662,17/06/2025,9,Delayed,1,Yes,Late Delivery,High,1,0,2025-06,2025,1662,36-50
279,C1279,65,Female,Liverpool,Home Goods,Lamp,3,91,273,22/07/2025,10,Delayed,2,Yes,Changed Mind,Medium,1,0,2025-07,2025,273,51-65
280,C1280,33,Female,Liverpool,Home Goods,Blender,3,206,618,07/12/2025,10,Delayed,2,Yes,Poor Quality,High,1,0,2025-12,2025,618,26-35
281,C1281,20,Male,Sheffield,Fashion,Jacket,5,91,455,29/05/2025,6,Delayed,4,Yes,Late Delivery,Medium,1,0,2025-05,2025,455,18-25
282,C1282,37,Male,Glasgow,Fashion,Dress,5,86,430,02/07/2025,4,On-Time,4,No,No Return,Medium,0,1,2025-07,2025,430,36-50
283,C1283,41,Male,Sheffield,Home Goods,Chair,5,139,695,01/06/2025,4,On-Time,3,Yes,Wrong Item,High,1,1,2025-06,2025,695,36-50
284,C1284,50,Female,Sheffield,Electronics,Smartwatch,2,56,112,15/03/2025,6,Delayed,2,Yes,Wrong Item,Medium,1,0,2025-03,2025,112,36-50
285,C1285,41,Male,Sheffield,Home Goods,Cookware Set,3,30,90,31/12/2025,5,On-Time,3,No,No Return,Low,0,1,2025-12,2025,90,36-50
286,C1286,28,Female,Leeds,Electronics,Smartphone,1,658,658,01/10/2025,6,Delayed,2,No,No Return,High,0,0,2025-10,2025,658,26-35
287,C1287,25,Female,Manchester,Home Goods,Blender,4,80,320,11/02/2025,7,Delayed,3,Yes,Late Delivery,Medium,1,0,2025-02,2025,320,18-25
288,C1288,53,Male,Birmingham,Electronics,Smartwatch,5,117,585,31/07/2025,7,Delayed,3,No,No Return,High,0,0,2025-07,2025,585,51-65
289,C1289,55,Female,Manchester,Home Goods,Blender,5,172,860,11/04/2025,9,Delayed,2,Yes,Late Delivery,High,1,0,2025-04,2025,860,51-65
290,C1290,57,Male,Glasgow,Home Goods,Vacuum,3,159,477,14/02/2025,8,Delayed,3,No,No Return,Medium,0,0,2025-02,2025,477,51-65
291,C1291,37,Male,London,Electronics,Laptop,3,1162,3486,23/03/2025,6,Delayed,3,No,No Return,Premium,0,0,2025-03,2025,3486,36-50
292,C1292,52,Female,Sheffield,Fashion,Dress,2,76,152,17/01/2025,6,Delayed,2,Yes,Poor Quality,Medium,1,0,2025-01,2025,152,51-65
293,C1293,65,Female,Manchester,Home Goods,Blender,2,65,130,14/03/2025,5,On-Time,4,Yes,Damaged Product,Medium,1,1,2025-03,2025,130,51-65
294,C1294,42,Female,Glasgow,Fashion,Trainers,5,82,410,14/01/2025,1,On-Time,5,No,No Return,Medium,0,1,2025-01,2025,410,36-50
295,C1295,52,Male,London,Home Goods,Chair,3,107,321,06/06/2025,9,Delayed,2,Yes,Damaged Product,Medium,1,0,2025-06,2025,321,51-65
296,C1296,42,Male,London,Fashion,Jacket,1,119,119,11/08/2025,9,Delayed,3,No,No Return,Medium,0,0,2025-08,2025,119,36-50
297,C1297,46,Female,Sheffield,Electronics,Smartwatch,4,170,680,12/05/2025,9,Delayed,3,No,No Return,High,0,0,2025-05,2025,680,36-50
298,C1298,35,Female,Birmingham,Electronics,Smartphone,3,568,1704,04/12/2025,8,Delayed,1,Yes,Late Delivery,High,1,0,2025-12,2025,1704,26-35
299,C1299,63,Female,Bristol,Electronics,Smartwatch,3,138,414,16/02/2025,10,Delayed,3,No,No Return,Medium,0,0,2025-02,2025,414,51-65
300,C1300,35,Male,Leeds,Home Goods,Cookware Set,2,144,288,17/04/2025,3,On-Time,5,No,No Return,Medium,0,1,2025-04,2025,288,26-35
301,C1301,19,Female,Manchester,Electronics,Laptop,4,717,2868,18/04/2025,1,On-Time,5,No,No Return,Premium,0,1,2025-04,2025,2868,18-25
302,C1302,52,Male,London,Fashion,Dress,5,93,465,22/09/2025,8,Delayed,1,Yes,Changed Mind,Medium,1,0,2025-09,2025,465,51-65
303,C1303,33,Male,Manchester,Fashion,Jacket,3,96,288,24/07/2025,7,Delayed,3,No,No Return,Medium,0,0,2025-07,2025,288,26-35
304,C1304,58,Female,Bristol,Fashion,T-Shirt,5,18,90,20/03/2025,5,On-Time,5,No,No Return,Low,0,1,2025-03,2025,90,51-65
305,C1305,53,Male,Leeds,Home Goods,Cookware Set,3,94,282,04/06/2025,10,Delayed,3,No,No Return,Medium,0,0,2025-06,2025,282,51-65
306,C1306,50,Female,Bristol,Home Goods,Cookware Set,5,243,1215,28/09/2025,7,Delayed,3,No,No Return,High,0,0,2025-09,2025,1215,36-50
307,C1307,21,Male,Leeds,Fashion,Dress,4,88,352,04/09/2025,10,Delayed,1,Yes,Late Delivery,Medium,1,0,2025-09,2025,352,18-25
308,C1308,50,Male,Liverpool,Home Goods,Lamp,2,26,52,19/01/2025,4,On-Time,5,No,No Return,Low,0,1,2025-01,2025,52,36-50
309,C1309,31,Female,Leeds,Home Goods,Lamp,4,129,516,12/12/2025,9,Delayed,2,Yes,Late Delivery,High,1,0,2025-12,2025,516,26-35
310,C1310,38,Female,Sheffield,Fashion,Trainers,1,40,40,26/01/2025,10,Delayed,2,No,No Return,Low,0,0,2025-01,2025,40,36-50
311,C1311,65,Female,Birmingham,Home Goods,Lamp,2,111,222,05/08/2025,2,On-Time,5,No,No Return,Medium,0,1,2025-08,2025,222,51-65
312,C1312,37,Female,Bristol,Electronics,Smartphone,4,737,2948,03/06/2025,9,Delayed,2,Yes,Damaged Product,Premium,1,0,2025-06,2025,2948,36-50
313,C1313,25,Female,London,Electronics,Headphones,1,282,282,03/06/2025,9,Delayed,3,No,No Return,Medium,0,0,2025-06,2025,282,18-25
314,C1314,24,Female,Sheffield,Home Goods,Chair,3,234,702,23/06/2025,5,On-Time,5,No,No Return,High,0,1,2025-06,2025,702,18-25
315,C1315,20,Female,Liverpool,Fashion,Trainers,3,74,222,02/04/2025,1,On-Time,5,No,No Return,Medium,0,1,2025-04,2025,222,18-25
316,C1316,34,Male,Birmingham,Home Goods,Lamp,5,42,210,04/12/2025,7,Delayed,3,No,No Return,Medium,0,0,2025-12,2025,210,26-35
317,C1317,50,Female,Manchester,Home Goods,Chair,2,47,94,30/06/2025,10,Delayed,2,No,No Return,Low,0,0,2025-06,2025,94,36-50
318,C1318,65,Male,Sheffield,Electronics,Headphones,3,284,852,11/05/2025,10,Delayed,1,Yes,Damaged Product,High,1,0,2025-05,2025,852,51-65
319,C1319,29,Other,Bristol,Home Goods,Blender,2,130,260,25/10/2025,4,On-Time,4,No,No Return,Medium,0,1,2025-10,2025,260,26-35
320,C1320,39,Female,Glasgow,Fashion,Jacket,3,96,288,02/10/2025,9,Delayed,3,No,No Return,Medium,0,0,2025-10,2025,288,36-50
321,C1321,39,Male,Glasgow,Fashion,T-Shirt,5,40,200,30/09/2025,6,Delayed,2,No,No Return,Medium,0,0,2025-09,2025,200,36-50
322,C1322,63,Female,London,Fashion,Dress,4,64,256,17/03/2025,3,On-Time,5,No,No Return,Medium,0,1,2025-03,2025,256,51-65
323,C1323,47,Female,Leeds,Home Goods,Cookware Set,5,73,365,26/06/2025,6,Delayed,2,Yes,Late Delivery,Medium,1,0,2025-06,2025,365,36-50
324,C1324,55,Male,London,Electronics,Laptop,1,1140,1140,03/07/2025,10,Delayed,3,No,No Return,High,0,0,2025-07,2025,1140,51-65
325,C1325,55,Female,Glasgow,Fashion,Jacket,3,122,366,15/11/2025,6,Delayed,3,No,No Return,Medium,0,0,2025-11,2025,366,51-65
326,C1326,62,Female,Manchester,Fashion,Dress,1,136,136,11/05/2025,5,On-Time,4,No,No Return,Medium,0,1,2025-05,2025,136,51-65
327,C1327,25,Male,Liverpool,Fashion,Trainers,1,65,65,29/12/2025,2,On-Time,5,No,No Return,Low,0,1,2025-12,2025,65,18-25
328,C1328,44,Female,Liverpool,Fashion,Dress,2,53,106,18/02/2025,10,Delayed,2,No,No Return,Medium,0,0,2025-02,2025,106,36-50
329,C1329,44,Male,Bristol,Electronics,Headphones,3,127,381,24/02/2025,10,Delayed,3,No,No Return,Medium,0,0,2025-02,2025,381,36-50
330,C1330,51,Female,Liverpool,Electronics,Smartphone,1,846,846,03/06/2025,2,On-Time,5,No,No Return,High,0,1,2025-06,2025,846,51-65
331,C1331,38,Other,Bristol,Electronics,Headphones,4,79,316,21/12/2025,7,Delayed,3,No,No Return,Medium,0,0,2025-12,2025,316,36-50
332,C1332,47,Female,Sheffield,Home Goods,Blender,1,111,111,19/07/2025,2,On-Time,5,No,No Return,Medium,0,1,2025-07,2025,111,36-50
333,C1333,50,Male,Bristol,Electronics,Smartphone,4,572,2288,04/11/2025,6,Delayed,3,No,No Return,Premium,0,0,2025-11,2025,2288,36-50
334,C1334,45,Female,Sheffield,Electronics,Headphones,2,244,488,22/12/2025,5,On-Time,4,No,No Return,Medium,0,1,2025-12,2025,488,36-50
335,C1335,64,Female,Bristol,Home Goods,Lamp,1,227,227,28/04/2025,4,On-Time,5,No,No Return,Medium,0,1,2025-04,2025,227,51-65
336,C1336,50,Male,Glasgow,Electronics,Smartphone,5,713,3565,20/09/2025,7,Delayed,3,No,No Return,Premium,0,0,2025-09,2025,3565,36-50
337,C1337,22,Female,Glasgow,Home Goods,Chair,2,112,224,15/02/2025,8,Delayed,3,No,No Return,Medium,0,0,2025-02,2025,224,18-25
338,C1338,65,Male,Leeds,Fashion,Dress,4,84,336,29/10/2025,4,On-Time,3,No,No Return,Medium,0,1,2025-10,2025,336,51-65
339,C1339,36,Female,Sheffield,Home Goods,Lamp,2,98,196,22/12/2025,1,On-Time,4,Yes,Late Delivery,Medium,1,1,2025-12,2025,196,36-50
340,C1340,21,Male,Birmingham,Electronics,Smartwatch,1,159,159,08/07/2025,1,On-Time,5,No,No Return,Medium,0,1,2025-07,2025,159,18-25
341,C1341,52,Male,Sheffield,Electronics,Smartwatch,3,297,891,06/11/2025,1,On-Time,4,Yes,Poor Quality,High,1,1,2025-11,2025,891,51-65
342,C1342,34,Male,Bristol,Fashion,Jacket,3,128,384,14/11/2025,1,On-Time,4,Yes,Damaged Product,Medium,1,1,2025-11,2025,384,26-35
343,C1343,61,Female,Bristol,Home Goods,Cookware Set,4,198,792,09/05/2025,5,On-Time,4,No,No Return,High,0,1,2025-05,2025,792,51-65
344,C1344,45,Male,Birmingham,Fashion,Jeans,4,61,244,18/02/2025,4,On-Time,4,No,No Return,Medium,0,1,2025-02,2025,244,36-50
345,C1345,47,Female,London,Electronics,Laptop,3,780,2340,25/01/2025,9,Delayed,3,No,No Return,Premium,0,0,2025-01,2025,2340,36-50
346,C1346,46,Male,Bristol,Home Goods,Vacuum,4,83,332,23/09/2025,3,On-Time,4,No,No Return,Medium,0,1,2025-09,2025,332,36-50
347,C1347,63,Male,Leeds,Home Goods,Lamp,2,185,370,28/04/2025,7,Delayed,4,No,No Return,Medium,0,0,2025-04,2025,370,51-65
348,C1348,23,Female,Liverpool,Fashion,Jacket,5,103,515,24/05/2025,8,Delayed,3,No,No Return,High,0,0,2025-05,2025,515,18-25
349,C1349,52,Female,Liverpool,Home Goods,Blender,5,106,530,19/07/2025,6,Delayed,2,Yes,Changed Mind,High,1,0,2025-07,2025,530,51-65
350,C1350,58,Male,Manchester,Home Goods,Cookware Set,2,236,472,06/06/2025,10,Delayed,2,No,No Return,Medium,0,0,2025-06,2025,472,51-65
351,C1351,54,Female,Manchester,Fashion,Trainers,5,36,180,14/12/2025,1,On-Time,4,No,No Return,Medium,0,1,2025-12,2025,180,51-65
352,C1352,41,Female,Liverpool,Electronics,Headphones,1,71,71,14/05/2025,8,Delayed,2,Yes,Damaged Product,Low,1,0,2025-05,2025,71,36-50
